Entity,Code,Year,"GDP per capita, PPP (constant 2021 international $)",Continent,Gini coefficient,Political regime,Trade (% of GDP),Primary energy consumption per capita (kWh/person),Gini level,Combined GDP-Gini,GDP PPP level,Gini-GDP Flag
Albania,ALB,1996,5499.0757,Europe,0.27010342,1.0,44.895443,7645.6396,Low,4013.756546591106,Low,False
Albania,ALB,2002,7565.8213,Europe,0.3173898,1.0,68.52507,9443.555,Medium,5164.50679075726,Low,False
Albania,ALB,2005,9006.646,Europe,0.30595654,2.0,70.872345,11545.616,Medium,6251.003752835161,Low,False
Albania,ALB,2008,11103.7705,Europe,0.2998467,2.0,77.45175,10499.328,Low,7774.34155801765,Medium,False
Albania,ALB,2012,12577.756,Europe,0.28960484,2.0,76.5102,10652.809,Low,8935.17698606096,Medium,False
Albania,ALB,2014,12979.765,Europe,0.34598896,2.0,75.407845,11809.461,Medium,8488.909606605599,Medium,False
Albania,ALB,2015,13306.443,Europe,0.32753733,2.0,71.80101,11824.314,Medium,8948.08618798281,Medium,False
Albania,ALB,2016,13769.547,Europe,0.33736297,2.0,74.80986,13823.748,Medium,9124.21172852541,Medium,False
Albania,ALB,2017,14306.299,Europe,0.33055663,2.0,78.19425,12802.36,Medium,9577.25701478763,Medium,False
Albania,ALB,2018,14918.081,Europe,0.30148283,2.0,75.69407,14609.701,Medium,10420.53572195077,Medium,False
Albania,ALB,2019,15290.777,Europe,0.30115768,2.0,75.382164,11585.555,Medium,10685.84207328264,Medium,False
Albania,ALB,2020,14869.22,Europe,0.2941963,2.0,59.5207,11158.003,Low,10494.750492114,Medium,False
Algeria,DZA,2011,14641.964,Africa,0.27615732,1.0,62.22009,12710.541,Low,10598.47846222352,Medium,False
Angola,AGO,2008,9916.909,Africa,0.42715514,0.0,121.36471,3072.024,High,5680.85034773774,Low,False
Angola,AGO,2018,8620.215,Africa,0.51263994,1.0,66.37801,3366.3933,High,4201.1484996129,Low,False
Armenia,ARM,1999,4406.9673,Asia,0.36219725,1.0,70.56048,8518.906,Medium,2810.775863100075,Low,False
Armenia,ARM,2001,5044.1167,Asia,0.3536436,1.0,69.864265,9219.866,Medium,3260.29711139188,Low,False
Armenia,ARM,2002,5731.3535,Asia,0.34779674,1.0,73.984505,8911.608,Medium,3738.0074369124095,Low,False
Armenia,ARM,2003,6569.2603,Asia,0.33028087,1.0,80.05137,9866.072,Medium,4399.55929285954,Low,False
Armenia,ARM,2004,7299.4,Asia,0.37505633,1.0,73.07063,10294.192,Medium,4561.713824797999,Low,False
Armenia,ARM,2005,8362.9,Asia,0.35992354,1.0,70.13974,11997.367,Medium,5352.895427334,Low,False
Armenia,ARM,2006,9525.231,Asia,0.29709986,1.0,61.030136,12061.231,Low,6695.28620343234,Low,False
Armenia,ARM,2007,10898.849,Asia,0.31226057,1.0,56.975048,13633.888,Medium,7495.568198916069,Medium,False
Armenia,ARM,2008,11727.482,Asia,0.2918814,1.0,54.542328,13250.285,Low,8304.448135365199,Medium,False
Armenia,ARM,2009,10143.235,Asia,0.2801588,1.0,57.274235,11915.396,Low,7301.518454282001,Medium,False
Armenia,ARM,2010,10438.564,Asia,0.29992583,1.0,64.642975,13351.512,Low,7307.769028291879,Medium,False
Armenia,ARM,2011,10990.177,Asia,0.29352945,1.0,69.43558,14139.787,Low,7764.236389787349,Medium,False
Armenia,ARM,2012,11796.274,Asia,0.29602262,1.0,75.96168,15057.879,Low,8304.31006428212,Medium,False
Armenia,ARM,2013,12194.019,Asia,0.30579662,1.0,77.555046,14838.981,Medium,8465.12920558422,Medium,False
Armenia,ARM,2014,12667.376,Asia,0.3148329,1.0,75.77887,15185.13,Medium,8679.269278529599,Medium,False
Armenia,ARM,2015,13112.76,Asia,0.32356772,1.0,71.682076,14124.947,Medium,8869.8941438928,Medium,False
Armenia,ARM,2016,13192.994,Asia,0.32547948,1.0,76.077965,14289.046,Medium,8898.94517323688,Medium,False
Armenia,ARM,2017,14243.875,Asia,0.3362184,1.0,87.20238,15302.439,Medium,9454.8221377,Medium,False
Armenia,ARM,2018,15037.045,Asia,0.344335,2.0,92.47311,15133.982,Medium,9859.264109925,Medium,False
Armenia,ARM,2019,16215.36,Asia,0.30031213,2.0,96.11415,16179.096,Medium,11345.6906996832,Medium,False
Armenia,ARM,2020,15052.936,Asia,0.25131604,2.0,69.48881,17086.047,Low,11269.89173410656,Medium,False
Armenia,ARM,2021,15921.705,Asia,0.2794013,2.0,79.66989,17684.547,Low,11473.1599247835,Medium,False
Australia,AUS,1995,38014.33,Oceania,0.3257863,3.0,37.704044,64117.02,Medium,25629.782082321,High,False
Australia,AUS,2001,44667.926,Oceania,0.33462042,3.0,44.218704,68338.28,Medium,29721.12584135108,High,False
Australia,AUS,2003,46798.09,Oceania,0.3349686,3.0,40.20157,69082.79,Medium,31122.199310026,High,False
Australia,AUS,2004,48256.25,Oceania,0.3305577,3.0,37.009613,70486.32,Medium,32304.774989375,High,False
Australia,AUS,2008,51577.074,Oceania,0.3542851,3.0,42.846775,72089.34,Medium,33304.0851802026,High,False
Australia,AUS,2010,51811.78,Oceania,0.34656727,3.0,40.521587,68523.875,Medium,33855.5128515594,High,False
Australia,AUS,2014,54470.16,Oceania,0.34398198,3.0,42.484024,66744.195,Medium,35733.4065122832,High,False
Australia,AUS,2016,55507.977,Oceania,0.33685225,3.0,40.97408,66396.19,Medium,36809.99005460175,High,False
Australia,AUS,2018,56600.438,Oceania,0.34332561,3.0,43.736065,65053.54,Medium,37168.058097382826,High,False
Austria,AUT,1994,45991.938,Europe,0.3082802,3.0,66.246574,44031.754,Medium,31813.5341549724,High,False
Austria,AUT,1995,47146.754,Europe,0.29914328,3.0,68.52501,46262.477,Low,33043.11936708688,High,True
Austria,AUT,1996,48126.39,Europe,0.29317808,3.0,70.469315,47209.656,Low,34016.7873824688,High,True
Austria,AUT,1997,49103.43,Europe,0.29065368,3.0,75.24448,47767.598,Low,34831.3373698776,High,True
Austria,AUT,1998,50762.824,Europe,0.31340772,3.0,77.349525,48803.195,Medium,34853.363069398714,High,False
Austria,AUT,1999,52570.1,Europe,0.2967054,3.0,78.562935,49153.414,Low,36972.26745146,High,True
Austria,AUT,2000,54116.547,Europe,0.28964692,3.0,85.842606,49332.055,Low,38441.85584041476,High,True
Austria,AUT,2003,55517.06,Europe,0.29465577,3.0,86.882225,50209.152,Low,39158.6379375638,High,True
Austria,AUT,2004,56589.035,Europe,0.29788825,3.0,91.47422,51700.69,Low,39731.82639466126,High,True
Austria,AUT,2005,57508.98,Europe,0.28715184,3.0,94.67475,52430.82,Low,40995.170576476805,High,True
Austria,AUT,2006,59096.01,Europe,0.29587558,3.0,98.78573,51509.01,Low,41610.9437655642,High,True
Austria,AUT,2007,61128.55,Europe,0.30579385,3.0,101.36496,50642.53,Medium,42435.81535058251,High,False
Austria,AUT,2008,61823.1,Europe,0.30437064,3.0,102.743706,51021.918,Medium,43005.963486216,High,False
Austria,AUT,2009,59450.027,Europe,0.31494802,3.0,87.600494,49116.08,Medium,40726.35870740346,High,False
Austria,AUT,2010,60380.14,Europe,0.3025161,3.0,99.64488,50408.58,Medium,42114.175529746,High,False
Austria,AUT,2011,61938.617,Europe,0.30801,3.0,105.7751,47176.66,Medium,42860.90357783,High,False
Austria,AUT,2012,62044.215,Europe,0.30475533,3.0,105.84079,49160.137,Medium,43135.90978308405,High,False
Austria,AUT,2013,61524.96,Europe,0.30752888,3.0,104.985374,48452.184,Medium,42604.2579591552,High,False
Austria,AUT,2014,61507.38,Europe,0.3053535,3.0,104.49674,46207.137,Medium,42725.88624117,High,False
Austria,AUT,2015,61614.56,Europe,0.30530685,3.0,103.117584,45864.832,Medium,42803.212772264,High,False
Austria,AUT,2016,62242.336,Europe,0.3079501,3.0,101.573494,46889.66,Medium,43074.8024045664,High,False
Austria,AUT,2017,63216.0,Europe,0.2973688,3.0,105.55607,47464.48,Low,44417.5339392,High,True
Austria,AUT,2018,64471.633,Europe,0.30847305,3.0,108.37797,46196.625,Medium,44583.87173000935,High,False
Austria,AUT,2019,65312.023,Europe,0.3021043,3.0,108.20728,48194.07,Medium,45580.9800100011,High,False
Austria,AUT,2020,60931.94,Europe,0.29800606,3.0,99.94821,44920.742,Low,42773.8526324436,High,True
Austria,AUT,2021,63576.242,Europe,0.30701602,2.0,111.03227,45508.77,Medium,44057.31721460316,High,False
Azerbaijan,AZE,1995,4147.9746,Asia,0.3464838,1.0,85.89371,20362.68,Medium,2710.76859828852,Low,False
Azerbaijan,AZE,2001,6075.6147,Asia,0.36454937,1.0,78.815186,15361.87,Medium,3860.753188752261,Low,False
Azerbaijan,AZE,2002,6599.6577,Asia,0.25277665,1.0,92.818146,15003.191,Low,4931.418335447295,Low,False
Azerbaijan,AZE,2003,7218.4717,Asia,0.2683288,1.0,107.55195,16075.374,Low,5281.547850905041,Low,False
Azerbaijan,AZE,2004,7817.7163,Asia,0.26621592,1.0,121.50712,17986.783,Low,5736.515762896504,Low,False
Azerbaijan,AZE,2005,9901.927,Asia,0.26554906,1.0,115.84188,19273.648,Low,7272.47959296138,Low,False
Bangladesh,BGD,1991,2101.3835,Asia,0.27570805,1.0,18.889828,652.2589,Low,1522.015152912825,Low,False
Bangladesh,BGD,1995,2351.7039,Asia,0.32942984,2.0,28.209496,909.2928,Medium,1576.982460495624,Low,False
Bangladesh,BGD,2000,2712.935,Asia,0.33406532,2.0,29.321714,1053.6215,Medium,1806.6375010858,Low,False
Bangladesh,BGD,2005,3231.6138,Asia,0.33201292,1.0,34.396935,1349.2928,Medium,2158.6762659497044,Low,False
Bangladesh,BGD,2010,4125.464,Asia,0.32130313,1.0,37.80284,1691.5333,Medium,2799.93950409768,Low,False
Bangladesh,BGD,2016,5682.5356,Asia,0.32385272,1.0,31.33415,2419.747,Medium,3842.230989443168,Low,False
Bangladesh,BGD,2022,7888.164,Asia,0.33373156,1.0,33.77997,3025.794,Medium,5255.63472274416,Low,False
Belarus,BLR,1998,10128.156,Europe,0.3201835,1.0,122.957695,24557.22,Medium,6885.287563374001,Medium,False
Belarus,BLR,1999,10519.749,Europe,0.31738147,1.0,120.83512,24001.736,Medium,7180.97559834897,Medium,False
Belarus,BLR,2000,11182.455,Europe,0.31167483,1.0,141.60916,24862.215,Medium,7697.165238892349,Medium,False
Belarus,BLR,2001,11771.087,Europe,0.30576724,1.0,137.04494,24302.158,Medium,8171.87421621012,Medium,False
Belarus,BLR,2002,12443.933,Europe,0.30336243,1.0,131.00206,25305.004,Medium,8668.911246362812,Medium,False
Belarus,BLR,2003,13413.927,Europe,0.28821012,1.0,134.14185,25288.58,Low,9547.89748965876,Medium,False
Belarus,BLR,2004,15052.118,Europe,0.26479885,1.0,142.1365,28504.162,Low,11066.3344635357,Medium,False
Belarus,BLR,2005,16579.873,Europe,0.2755341,1.0,118.88435,28595.994,Low,12011.5526148307,Medium,False
Belarus,BLR,2006,18349.871,Europe,0.28275442,1.0,124.295105,30594.541,Low,13161.36386832018,Medium,False
Belarus,BLR,2007,20019.611,Europe,0.2961238,1.0,128.15388,29994.607,Low,14091.3277161582,Medium,False
Belarus,BLR,2008,22137.947,Europe,0.27826044,1.0,129.59947,30508.727,Low,15977.832127083322,Medium,False
Belarus,BLR,2009,22236.838,Europe,0.27689305,1.0,108.63564,28953.04,Low,16079.6121038241,Medium,False
Belarus,BLR,2010,24012.613,Europe,0.285666,1.0,115.91798,31465.19,Low,17153.025894742,Medium,False
Belarus,BLR,2011,25404.756,Europe,0.2715255,1.0,157.97426,30976.078,Low,18506.716924722,Medium,False
Belarus,BLR,2012,25879.133,Europe,0.26526198,1.0,153.08527,33551.12,Low,19014.38293973666,Medium,False
Belarus,BLR,2013,26147.625,Europe,0.26575053,1.0,119.81596,30358.176,Low,19198.879798008747,Medium,False
Belarus,BLR,2014,26564.436,Europe,0.27176666,1.0,110.65166,30417.848,Low,19345.10795349624,Medium,False
Belarus,BLR,2015,25513.213,Europe,0.25633225,1.0,115.91369,27520.088,Low,18973.35370698075,Medium,False
Belarus,BLR,2016,24846.83,Europe,0.25306615,1.0,125.20932,28099.965,Low,18558.9383921955,Medium,False
Belarus,BLR,2017,25503.98,Europe,0.2544457,1.0,133.36801,28620.06,Low,19014.601956114,Medium,False
Belarus,BLR,2018,26363.463,Europe,0.25240526,1.0,139.39339,31686.135,Low,19709.18626698462,Medium,False
Belarus,BLR,2019,26798.82,Europe,0.25277847,1.0,130.85013,31919.717,Low,20024.6552825946,Medium,False
Belarus,BLR,2020,26731.496,Europe,0.24383356,1.0,118.93388,29743.822,Low,20213.46016619424,Medium,False
Belgium,BEL,1992,43588.645,Europe,0.2494629,3.0,115.06929,64045.54,Low,32714.8952112295,High,True
Belgium,BEL,1995,45212.62,Europe,0.28410766,3.0,116.37857,66578.13,Low,32367.3683293308,High,True
Belgium,BEL,1997,47340.445,Europe,0.2683214,3.0,125.68894,71026.164,Low,34637.990520977,High,True
Belgium,BEL,2000,51482.816,Europe,0.33135915,3.0,142.23013,72420.41,Medium,34423.5138506336,High,False
Belgium,BEL,2003,52843.062,Europe,0.28143317,3.0,132.71555,73221.56,Low,37971.27154883346,High,True
Belgium,BEL,2004,54493.844,Europe,0.30541426,3.0,136.91841,73126.234,Medium,37850.64696018455,High,False
Belgium,BEL,2005,55453.184,Europe,0.29336902,3.0,144.52905,71894.96,Low,39184.93775404032,High,True
Belgium,BEL,2006,56494.69,Europe,0.28054035,3.0,149.5675,71647.29,Low,40645.6498942585,High,True
Belgium,BEL,2007,58143.42,Europe,0.29237667,3.0,152.46844,71662.34,Low,41143.6404779886,High,True
Belgium,BEL,2008,57943.715,Europe,0.28373718,3.0,161.08846,72317.91,Low,41502.9287071763,High,True
Belgium,BEL,2009,56383.56,Europe,0.28551185,3.0,135.13841,66274.0,Low,40285.385474814,High,True
Belgium,BEL,2010,57385.035,Europe,0.28374815,3.0,150.16257,70300.14,Low,41102.137481064754,High,True
Belgium,BEL,2011,57737.16,Europe,0.2806043,3.0,160.76552,65134.08,Low,41535.864634212,High,True
Belgium,BEL,2012,57504.03,Europe,0.27490476,3.0,160.3833,62090.016,Low,41695.8984338172,High,True
Belgium,BEL,2013,57408.477,Europe,0.27668843,3.0,157.57362,63218.38,Low,41524.21563017889,High,True
Belgium,BEL,2014,58163.266,Europe,0.28134006,3.0,158.57161,58234.56,Low,41799.60925376404,High,True
Belgium,BEL,2015,58679.684,Europe,0.27729303,3.0,155.06868,58448.71,Low,42408.21662419748,High,True
Belgium,BEL,2016,59080.15,Europe,0.2758073,3.0,159.0577,62694.617,Low,42785.413344905006,High,True
Belgium,BEL,2017,59720.76,Europe,0.27387637,3.0,166.90408,62897.684,Low,43364.655037558805,High,True
Belgium,BEL,2018,60565.98,Europe,0.2721419,3.0,168.2777,62385.402,Low,44083.439127438,High,True
Belgium,BEL,2019,61711.113,Europe,0.27219546,3.0,165.46548,64152.695,Low,44913.62820985301,High,True
Belgium,BEL,2020,58500.633,Europe,0.2595828,3.0,156.95012,57431.945,Low,43314.8748840876,High,True
Belgium,BEL,2021,61873.965,Europe,0.2657763,3.0,177.3903,63587.875,Low,45429.3315159705,High,True
Benin,BEN,2003,2639.0437,Africa,0.3857762,2.0,41.61623,1357.0039,Medium,1620.96344978006,Low,False
Benin,BEN,2011,2732.0125,Africa,0.43439555,2.0,47.21703,2071.1877,High,1545.2384274556248,Low,False
Benin,BEN,2015,2952.0022,Africa,0.4762964,2.0,56.756313,2083.4993,High,1545.9741793479195,Low,False
Benin,BEN,2018,3155.4512,Africa,0.37948644,2.0,61.795193,2736.8003,Medium,1958.000257518272,Low,False
Benin,BEN,2021,3464.2886,Africa,0.34395808,1.0,48.05486,2484.8179,Medium,2272.718544578112,Low,False
Bhutan,BTN,2003,6323.541,Asia,0.40898,0.0,72.8499,10658.221,High,3737.33920182,Low,False
Bhutan,BTN,2007,8195.07,Asia,0.3809077,0.0,106.92902,21903.543,Medium,5073.504734961,Low,False
Bhutan,BTN,2012,11143.944,Asia,0.38809326,3.0,94.04503,22460.117,Medium,6819.05444378256,Medium,False
Bhutan,BTN,2017,13482.343,Asia,0.3744141,2.0,76.7884,24327.346,Medium,8434.3636797637,Medium,False
Bolivia,BOL,1997,5989.4146,South America,0.5814129,2.0,50.46966,4897.6914,High,2507.09168811166,Low,False
Bolivia,BOL,1999,6099.5117,South America,0.5803485,2.0,44.168255,4920.966,High,2559.6692341725497,Low,False
Bolivia,BOL,2000,6146.0293,South America,0.61563873,2.0,45.597775,5072.6533,High,2362.295627205211,Low,False
Bolivia,BOL,2001,6144.9785,South America,0.57366186,2.0,45.22782,4264.8857,High,2619.8387040299904,Low,False
Bolivia,BOL,2002,6193.2637,South America,0.59274095,2.0,49.35026,4571.173,High,2522.2626908614848,Low,False
Bolivia,BOL,2004,6407.838,South America,0.5500019,2.0,57.464268,6154.9224,High,2883.5149251078,Low,False
Bolivia,BOL,2005,6579.3125,South America,0.58518255,2.0,67.641945,5926.305,High,2729.213634003125,Low,False
Bolivia,BOL,2006,6778.385,South America,0.56660104,2.0,74.53785,6410.1855,High,2937.7450094796,Low,False
Bolivia,BOL,2007,6967.57,South America,0.5453242,2.0,76.06191,6767.9814,High,3167.985463806,Low,False
Bolivia,BOL,2008,7272.166,South America,0.50814897,2.0,82.86702,6827.641,High,3576.82233743098,Low,False
Bolivia,BOL,2009,7392.1626,South America,0.4922026,2.0,68.627075,6614.823,High,3753.72094865724,Low,False
Bolivia,BOL,2011,7837.493,South America,0.46080348,2.0,82.48039,6716.6226,High,4225.94895112436,Low,False
Bolivia,BOL,2012,8108.205,South America,0.46579948,2.0,84.94876,7838.919,High,4331.407327266599,Low,False
Bolivia,BOL,2013,8524.032,South America,0.47588572,2.0,81.23091,7813.6904,High,4467.56689437696,Low,False
Bolivia,BOL,2014,8851.712,South America,0.47829148,2.0,85.26447,7770.6777,High,4618.01356698624,Low,False
Bolivia,BOL,2015,9141.929,South America,0.46731615,2.0,67.932846,8018.6577,High,4869.75793614665,Low,False
Bolivia,BOL,2016,9390.791,South America,0.45240772,2.0,56.401035,8176.835,High,5142.324654693479,Low,False
Bolivia,BOL,2017,9642.813,South America,0.4461778,2.0,56.70465,7938.3027,High,5340.403909848599,Low,False
Bolivia,BOL,2018,9907.0625,South America,0.4257908,2.0,57.109966,8088.3423,High,5688.726432475,Low,False
Bolivia,BOL,2019,9985.23,South America,0.416443,0.0,56.39731,7903.12,High,5826.95086311,Low,False
Bolivia,BOL,2020,9000.976,South America,0.4364544,1.0,45.50326,6540.533,High,5072.4604205056,Low,False
Bolivia,BOL,2021,9454.198,South America,0.40913323,2.0,59.021397,7062.148,High,5586.17143520046,Low,False
Bosnia and Herzegovina,BIH,2001,8092.636,Europe,0.2996643,2.0,86.035736,15337.629,Low,5667.561897905201,Low,False
Bosnia and Herzegovina,BIH,2004,9473.74,Europe,0.3403749,2.0,81.81268,14065.254,Medium,6249.116694873999,Low,False
Bosnia and Herzegovina,BIH,2007,11332.676,Europe,0.33061588,2.0,83.55186,13117.112,Medium,7585.91335150512,Medium,False
Bosnia and Herzegovina,BIH,2011,12659.914,Europe,0.33030185,2.0,87.83635,19803.19,Medium,8478.3209849591,Medium,False
Botswana,BWA,1993,10902.974,Africa,0.6014759,2.0,86.208206,7541.652,High,4345.0979006734005,Medium,False
Botswana,BWA,2002,13479.724,Africa,0.6472722,3.0,91.83578,8817.649,High,4754.6733911272,Medium,False
Botswana,BWA,2009,13489.979,Africa,0.604583,3.0,88.48079,8820.0205,High,5334.167026243,Medium,False
Botswana,BWA,2015,15994.997,Africa,0.5332503,3.0,112.900894,10171.935,High,7465.6600512509,Medium,False
Brazil,BRA,1990,12633.288,South America,0.6044999,2.0,15.155599,10391.007,High,4996.4666673288,Medium,False
Brazil,BRA,1992,12271.979,South America,0.5310165,2.0,19.253374,10515.058,High,5755.3556633465,Medium,False
Brazil,BRA,1993,12669.429,South America,0.600656,2.0,19.599321,10825.511,High,5059.460454576,Medium,False
Brazil,BRA,1995,13550.439,South America,0.59530365,2.0,16.98446,11697.941,High,5483.8132041976505,Medium,False
Brazil,BRA,1996,13641.63,South America,0.5983732,2.0,15.6355915,12198.168,High,5478.844203683999,Medium,False
Brazil,BRA,1997,13896.625,South America,0.59753734,2.0,16.57621,12775.408,High,5592.8726625225,Medium,False
Brazil,BRA,1998,13737.703,South America,0.5956541,2.0,16.438585,13032.864,High,5554.7838834677,Medium,False
Brazil,BRA,1999,13602.414,South America,0.5895037,2.0,20.982166,12995.942,High,5583.740618068201,Medium,False
Brazil,BRA,2001,14016.132,South America,0.5840255,2.0,26.936285,12893.828,High,5830.353500634,Medium,False
Brazil,BRA,2002,14265.905,South America,0.58105445,2.0,27.618357,13021.791,High,5976.63741647275,Medium,False
Brazil,BRA,2003,14259.366,South America,0.57553095,2.0,28.140385,13111.923,High,6052.6595396223,Medium,False
Brazil,BRA,2004,14911.261,South America,0.564716,2.0,29.678253,13593.7,High,6490.633333124,Medium,False
Brazil,BRA,2005,15221.014,South America,0.56309944,2.0,27.086796,13792.465,High,6650.069540367839,Medium,False
Brazil,BRA,2006,15657.4795,South America,0.5564207,2.0,26.0417,14020.683,High,6945.33379637435,Medium,False
Brazil,BRA,2007,16440.584,South America,0.54918945,2.0,25.292612,14770.351,High,7411.5887153612,Medium,False
Brazil,BRA,2008,17113.367,South America,0.5403744,2.0,27.25757,15255.087,High,7865.741575395199,Medium,False
Brazil,BRA,2009,16939.441,South America,0.5368187,2.0,22.105976,15004.24,High,7846.0323036533,Medium,False
Brazil,BRA,2011,18627.81,South America,0.5294164,2.0,23.934404,16629.84,High,8765.941889916001,Medium,False
Brazil,BRA,2012,18832.219,South America,0.53435296,2.0,25.114273,16963.494,High,8769.167033981761,Medium,False
Brazil,BRA,2013,19241.506,South America,0.5268333,2.0,25.785957,17221.44,High,9104.4398970502,Medium,False
Brazil,BRA,2014,19183.172,South America,0.5202964,2.0,24.685406,17519.043,High,9202.2366678192,Medium,False
Brazil,BRA,2015,18357.068,South America,0.51926446,2.0,26.953627,17140.15,High,8824.894997796719,Medium,False
Brazil,BRA,2016,17620.928,South America,0.533671,2.0,24.533682,16591.764,High,8217.149733312,Medium,False
Brazil,BRA,2017,17724.48,South America,0.53321064,2.0,24.319735,16608.686,High,8273.598675532801,Medium,False
Brazil,BRA,2018,17917.75,South America,0.5388832,2.0,28.876204,16539.11,High,8262.175543199999,Medium,False
Brazil,BRA,2019,18018.621,South America,0.5350931,2.0,28.890259,16681.945,High,8376.9812313849,Medium,False
Brazil,BRA,2020,17327.516,South America,0.48902002,2.0,32.30208,15921.327,High,8854.01377912968,Medium,False
Brazil,BRA,2021,18075.705,South America,0.52938724,2.0,37.65633,16659.977,High,8506.657418995801,Medium,False
Brazil,BRA,2022,18554.047,South America,0.5201522,2.0,38.816067,17333.797,High,8903.118634046601,Medium,False
Bulgaria,BGR,1992,13063.418,Europe,0.3071431,2.0,100.0498,28504.32,Medium,9051.0792988842,Medium,False
Bulgaria,BGR,2006,19168.354,Europe,0.3568935,2.0,111.04746,30994.041,Medium,12327.293051701,Medium,False
Bulgaria,BGR,2007,20594.764,Europe,0.36095893,2.0,123.532555,30138.438,Medium,13160.90002295748,Medium,False
Bulgaria,BGR,2008,22011.092,Europe,0.33572584,2.0,124.68875,29996.916,Medium,14621.39964898272,Medium,False
Bulgaria,BGR,2009,21411.86,Europe,0.3382308,2.0,92.69264,26471.965,Medium,14169.709462712,Medium,False
Bulgaria,BGR,2010,21888.504,Europe,0.3565347,2.0,103.38052,27853.473,Medium,14084.4927929112,Medium,False
Bulgaria,BGR,2011,22489.762,Europe,0.34275046,2.0,117.418106,29776.332,Medium,14781.38572920948,Medium,False
Bulgaria,BGR,2012,22789.791,Europe,0.36011046,2.0,123.97132,28501.373,Medium,14582.94887968614,Medium,False
Bulgaria,BGR,2013,22793.305,Europe,0.36570963,2.0,129.68869,26659.102,Medium,14457.57386197285,Medium,False
Bulgaria,BGR,2014,23140.871,Europe,0.37415925,2.0,130.24838,28695.912,Medium,14482.500062293251,Medium,False
Bulgaria,BGR,2015,24080.256,Europe,0.38564444,2.0,126.73664,30739.168,Medium,14793.83915982336,Medium,False
Bulgaria,BGR,2016,24983.693,Europe,0.40589708,2.0,122.80551,29411.8,High,14842.884963683558,Medium,False
Bulgaria,BGR,2017,25857.916,Europe,0.40378964,2.0,129.63443,30376.139,High,15416.75740720976,Medium,False
Bulgaria,BGR,2018,26709.322,Europe,0.41284075,2.0,128.86557,30743.451,High,15682.6254735285,Medium,False
Bulgaria,BGR,2019,27917.12,Europe,0.40271127,2.0,125.02996,29996.502,High,16674.581150057602,Medium,False
Bulgaria,BGR,2020,27182.047,Europe,0.40523154,2.0,110.32408,27993.812,High,16167.02423383762,Medium,False
Bulgaria,BGR,2021,29536.678,Europe,0.3900545,2.0,121.15736,32224.797,Medium,18015.763831049,Medium,False
Burkina Faso,BFA,1994,1148.6072,Africa,0.4802524,1.0,39.22922,292.5326,High,596.9858355427199,Low,False
Burkina Faso,BFA,1998,1385.0931,Africa,0.49877948,1.0,40.939785,406.44928,High,694.237083830412,Low,False
Burkina Faso,BFA,2003,1561.8331,Africa,0.4325128,2.0,30.368237,421.1035,High,886.32029278632,Low,False
Burkina Faso,BFA,2009,1779.323,Africa,0.39761,2.0,40.295982,480.64005,Medium,1071.84638197,Low,False
Burkina Faso,BFA,2014,2083.1985,Africa,0.35301226,2.0,58.823563,677.6461,Medium,1347.8038894863898,Low,False
Burkina Faso,BFA,2018,2316.3943,Africa,0.43016732,2.0,60.595627,950.3871,High,1319.957171905724,Low,False
Burkina Faso,BFA,2021,2486.431,Africa,0.37391287,2.0,62.42036,904.72614,Medium,1556.72244873303,Low,False
Burundi,BDI,1992,1412.0605,Africa,0.3333381,0.0,38.22613,288.59033,Medium,941.36693584495,Low,False
Burundi,BDI,1998,1052.807,Africa,0.42059556,0.0,27.44003,328.15482,High,610.0010502630801,Low,False
Burundi,BDI,2006,954.19086,Africa,0.33359864,1.0,42.4,163.21136,Medium,635.8740868035696,Low,False
Burundi,BDI,2013,970.37537,Africa,0.38623992,1.0,46.60408,216.88063,Medium,595.5776647212297,Low,False
Burundi,BDI,2020,833.9202,Africa,0.37456092,1.0,26.77333,289.06625,Medium,521.566282681416,Low,False
Cameroon,CMR,1996,3577.592,Africa,0.44446665,1.0,45.115612,1637.8937,High,1987.4716686932,Low,False
Cameroon,CMR,2001,3884.873,Africa,0.42136794,1.0,51.57227,1529.8099,High,2247.91206682838,Low,False
Cameroon,CMR,2007,4302.619,Africa,0.42820063,1.0,53.21569,1647.3816,High,2460.2348335500296,Low,False
Cameroon,CMR,2014,4588.4863,Africa,0.46640873,1.0,50.83239,1941.542,High,2448.376232194601,Low,False
Cameroon,CMR,2021,4793.556,Africa,0.42176074,1.0,36.730835,1593.6196,High,2771.8222742085595,Low,False
Canada,CAN,1990,39863.066,North America,0.31365362,3.0,49.994465,108781.125,Medium,27359.87104480108,High,False
Canada,CAN,1991,38547.465,North America,0.31943396,3.0,49.223465,107826.0,Medium,26234.0956070886,High,False
Canada,CAN,1992,38433.09,North America,0.3156432,3.0,52.73803,109417.39,Medium,26301.946486511995,High,False
Canada,CAN,1993,39023.324,North America,0.31675926,3.0,58.250797,110924.66,Medium,26662.32476701976,High,False
Canada,CAN,1994,40332.875,North America,0.3130381,3.0,64.39154,113906.836,Medium,27707.1484424625,High,False
Canada,CAN,1995,40988.4,North America,0.3150958,3.0,69.061745,115464.414,Medium,28073.127311280005,High,False
Canada,CAN,1996,41247.254,North America,0.32768053,3.0,70.26007,117390.445,Medium,27731.331948235376,High,False
Canada,CAN,1997,42587.367,North America,0.33116943,3.0,74.33661,116831.45,Medium,28483.73294540919,High,False
